0.3 	0.8 	-0.8 	-0.5 	0.1 	0.4 	1.0 	0.8 	0.4 	-1	0.798	0.16666666666666666
-0.3 	0.1 	0.5 	1.0 	-0.1 	0.7 	0.0 	-0.3 	0.6 	-1	0.718	0.6666666666666666
-1.0 	0.0 	-0.7 	-1.0 	-0.6 	-0.3 	-0.1 	0.2 	-0.1 	-1	0.784	0.9166666666666666
-1.0 	1.0 	0.6 	0.0 	-0.2 	-0.9 	-0.8 	0.2 	-0.7 	-1	0.8160000000000001	0.5833333333333334
-0.2 	0.5 	-0.7 	-0.5 	0.8 	-0.8 	-0.3 	0.6 	0.9 	-1	0.92	0.8333333333333334
-0.4 	-0.4 	0.5 	0.6 	-0.1 	-0.5 	0.4 	-0.6 	-0.7 	0	0.97	0.08333333333333333
-0.9 	-0.4 	0.2 	0.2 	-0.1 	0.2 	0.3 	0.6 	-0.8 	0	0.0	0.4166666666666667
0.8 	-0.8 	0.4 	0.0 	0.5 	0.7 	0.1 	0.8 	0.8 	1	0.927	0.8333333333333334
0.5 	0.5 	0.9 	-0.3 	0.1 	-0.5 	1.0 	-1.0 	0.4 	1	0.17100000000000004	0.3333333333333333
1.0 	-0.2 	0.1 	0.4 	-0.4 	-0.5 	0.9 	0.2 	-0.8 	1	0.953	0.75
0.9 	0.2 	0.8 	-0.4 	0.4 	0.8 	-0.1 	-0.2 	0.0 	1	0.943	0.5
-0.6 	0.1 	-0.2 	-1.0 	-0.5 	1.0 	0.9 	-0.2 	-0.2 	-1	0.81	0.75
0.1 	1.0 	-0.9 	-0.9 	0.1 	0.7 	0.7 	0.3 	-0.3 	-1	0.926	0.3333333333333333
-0.9 	-0.6 	0.6 	0.2 	0.2 	0.0 	0.8 	-0.3 	1.0 	1	0.963	0.0
0.8 	-0.8 	0.4 	0.8 	-0.1 	0.8 	0.6 	-0.3 	1.0 	1	0.953	1.0
0.1 	0.1 	0.2 	0.9 	0.8 	0.0 	-0.1 	1.0 	-0.5 	1	0.893	0.5833333333333334
0.6 	0.3 	-0.3 	0.5 	-1.0 	-0.5 	-0.6 	-0.4 	-0.5 	1	0.933	0.5
-0.3 	-0.8 	0.5 	-0.6 	0.9 	-0.7 	-1.0 	-1.0 	-0.2 	0	0.0	0.0
0.3 	0.8 	1.0 	0.3 	0.2 	0.0 	0.7 	-0.2 	-0.8 	1	0.951	0.6666666666666666
-0.8 	-0.2 	-0.8 	-0.9 	0.8 	-0.2 	-0.6 	0.0 	0.5 	1	0.871	0.5
1.0 	-0.2 	-0.1 	0.7 	0.4 	0.1 	0.0 	0.2 	0.6 	1	0.961	1.0
-0.8 	-0.8 	-0.4 	0.5 	0.8 	0.7 	0.7 	0.7 	1.0 	1	0.901	0.16666666666666666
-0.4 	-0.6 	0.5 	0.0 	-0.2 	-0.1 	0.7 	0.0 	-1.0 	0	0.0	0.4166666666666667
0.6 	-0.8 	0.5 	-0.7 	0.4 	0.3 	-0.2 	0.9 	-1.0 	1	0.947	1.0
0.9 	0.9 	-0.5 	0.1 	0.2 	-0.1 	0.6 	0.1 	0.9 	1	0.889	0.08333333333333333
0.8 	0.1 	-0.7 	-0.3 	-0.3 	-0.7 	1.0 	0.7 	0.7 	1	0.891	0.08333333333333333
-1.0 	0.2 	-0.1 	-0.7 	-0.4 	0.0 	0.1 	-0.2 	-0.9 	1	0.879	0.9166666666666666
0.9 	0.4 	0.4 	-0.2 	-0.4 	0.5 	0.3 	-1.0 	-0.7 	1	0.947	0.4166666666666667
0.3 	0.6 	0.2 	0.9 	0.5 	0.4 	-0.5 	-0.9 	-0.4 	1	0.675	0.08333333333333333
0.3 	-0.6 	0.4 	-0.2 	-0.3 	-0.7 	-1.0 	0.5 	-0.9 	1	0.9410000000000001	0.8333333333333334
0.7 	0.5 	-0.9 	-0.5 	0.2 	-0.2 	-0.1 	0.8 	-0.9 	1	0.903	0.08333333333333333
-0.2 	-0.3 	0.1 	-0.4 	0.5 	0.0 	0.9 	0.4 	0.9 	0	0.0	0.08333333333333333
-0.4 	-0.6 	-0.6 	0.0 	-0.3 	0.8 	0.2 	-1.0 	-0.4 	-1	0.374	0.6666666666666666
0.4 	-1.0 	0.1 	-0.3 	-0.2 	0.1 	-0.9 	0.3 	0.9 	1	0.947	0.8333333333333334
0.9 	-0.2 	0.6 	0.4 	-0.6 	0.8 	0.6 	0.5 	-0.9 	1	0.951	0.75
-0.1 	0.8 	-0.9 	0.5 	1.0 	-0.2 	-0.9 	-1.0 	0.6 	-1	0.864	0.5
-0.3 	1.0 	-0.7 	-0.9 	-0.3 	0.1 	-0.9 	-0.8 	0.7 	-1	0.812	0.6666666666666666
-0.6 	-0.1 	1.0 	0.5 	-0.3 	-0.5 	-0.4 	-0.1 	-0.2 	0	0.0	0.3333333333333333
1.0 	-0.2 	-0.9 	-0.7 	0.7 	-0.2 	0.1 	-0.3 	0.0 	1	0.885	0.5833333333333334
-0.8 	-0.8 	0.4 	-0.2 	0.9 	-0.1 	0.0 	0.8 	0.7 	0	0.0	0.5
0.1 	0.2 	0.3 	-0.6 	-0.4 	-0.7 	-0.4 	-0.7 	0.4 	1	0.9390000000000001	0.25
0.3 	-1.0 	-0.5 	0.4 	-0.1 	-0.1 	0.9 	-0.1 	0.3 	1	0.571	0.5
0.1 	-1.0 	1.0 	0.0 	-0.3 	0.6 	0.5 	0.6 	-0.7 	1	0.961	0.5
0.9 	-0.8 	0.9 	0.9 	0.3 	-0.8 	-0.8 	0.5 	0.8 	1	0.957	0.9166666666666666
-0.8 	0.1 	0.8 	0.1 	0.5 	0.5 	1.0 	0.3 	-0.6 	-1	0.618	0.5
-0.2 	0.3 	0.4 	0.4 	0.8 	0.8 	0.6 	0.2 	0.5 	-1	0.8220000000000001	0.08333333333333333
-0.2 	0.9 	0.6 	0.5 	-0.1 	-0.2 	-0.9 	0.8 	0.8 	-1	0.744	0.08333333333333333
-0.6 	0.4 	0.7 	-0.4 	-0.7 	1.0 	0.5 	-0.8 	-0.4 	-1	0.73	0.5833333333333334
-0.9 	-0.9 	0.1 	-0.3 	1.0 	1.0 	-0.5 	0.2 	0.2 	0	0.0	0.3333333333333333
-0.6 	1.0 	1.0 	-0.2 	-0.2 	0.2 	0.6 	0.5 	-0.6 	-1	0.796	0.3333333333333333
-0.4 	0.7 	0.3 	-0.8 	0.5 	-1.0 	0.0 	0.7 	1.0 	-1	0.89	0.5833333333333334
0.0 	-0.2 	-0.4 	0.6 	-0.7 	0.9 	0.2 	-0.9 	0.9 	0	0.975	0.0
0.6 	-0.3 	-0.7 	0.7 	-0.8 	-0.1 	-0.6 	0.3 	-0.7 	1	0.951	0.75
0.7 	-0.8 	-0.7 	-0.4 	0.9 	0.6 	0.8 	0.8 	0.9 	1	0.823	0.3333333333333333
0.0 	-1.0 	-1.0 	0.2 	0.1 	0.4 	0.4 	0.8 	0.9 	-1	0.904	0.3333333333333333
-0.7 	0.2 	-0.1 	-0.3 	-0.7 	0.1 	-0.9 	-0.5 	0.9 	-1	0.778	0.8333333333333334
0.9 	-0.4 	0.1 	0.2 	-0.1 	0.0 	-0.4 	-0.4 	0.0 	1	0.9410000000000001	0.8333333333333334
-0.1 	-0.4 	0.9 	-0.8 	-0.8 	0.0 	-0.2 	-0.2 	0.8 	1	0.883	0.25
0.2 	-0.7 	0.8 	0.0 	-0.9 	0.2 	0.1 	0.4 	0.3 	1	0.929	0.9166666666666666
0.0 	0.3 	0.6 	0.9 	0.6 	0.7 	0.1 	0.5 	-0.1 	-1	0.796	0.08333333333333333
-0.8 	0.7 	-0.8 	0.6 	0.3 	0.9 	0.0 	-0.2 	0.7 	-1	0.876	0.5833333333333334
-0.1 	-0.2 	0.9 	-1.0 	0.9 	0.0 	-0.9 	0.4 	0.9 	0	0.0	0.3333333333333333
-1.0 	1.0 	-0.8 	0.4 	0.0 	-0.4 	-0.1 	0.0 	1.0 	-1	0.916	0.9166666666666666
1.0 	0.7 	0.9 	1.0 	-0.3 	0.8 	0.8 	0.5 	0.8 	1	0.953	0.6666666666666666
0.6 	-0.7 	0.2 	-0.2 	0.4 	-0.8 	-0.8 	-0.8 	0.9 	1	0.905	0.8333333333333334
0.0 	0.9 	-0.1 	0.0 	-0.5 	-0.4 	0.6 	1.0 	-0.8 	-1	0.858	0.4166666666666667
0.7 	0.0 	-0.8 	-0.9 	0.1 	0.0 	0.5 	0.7 	0.5 	-1	0.7	0.3333333333333333
0.8 	0.2 	0.1 	-0.4 	0.0 	-0.9 	-0.6 	0.8 	0.3 	1	0.949	0.4166666666666667
0.0 	-0.4 	-0.2 	0.3 	0.0 	0.7 	1.0 	-0.5 	-0.5 	0	0.0	0.8333333333333334
0.7 	0.6 	-0.6 	-0.2 	0.7 	-0.5 	0.7 	-0.6 	-1.0 	-1	0.842	0.08333333333333333
-0.4 	0.8 	0.8 	0.7 	-0.5 	-1.0 	-0.2 	0.8 	0.6 	-1	0.768	0.16666666666666666
-0.9 	0.7 	0.7 	-0.5 	-0.5 	0.2 	0.6 	0.2 	-0.2 	-1	0.812	0.4166666666666667
0.7 	-0.9 	-0.7 	-0.2 	0.8 	0.0 	-0.1 	1.0 	1.0 	1	0.953	0.8333333333333334
-0.3 	0.7 	1.0 	0.8 	-0.4 	-0.5 	1.0 	0.4 	-1.0 	-1	0.75	0.25
-0.7 	0.3 	0.0 	-0.6 	1.0 	-0.8 	-0.6 	-0.3 	0.6 	-1	0.834	0.9166666666666666
-0.3 	-0.3 	-0.6 	0.0 	-0.4 	-0.7 	-0.2 	-0.9 	-0.5 	0	0.0	0.5833333333333334
0.5 	-0.2 	-1.0 	-0.4 	-0.5 	-0.8 	1.0 	-1.0 	0.3 	1	0.473	0.5
-0.8 	0.2 	-1.0 	-0.9 	-0.2 	-1.0 	-0.2 	-0.2 	-0.6 	-1	0.744	0.8333333333333334
-0.7 	0.6 	-0.8 	0.6 	-0.8 	-0.5 	0.1 	0.1 	0.8 	-1	0.858	0.5833333333333334
-0.5 	0.4 	-0.5 	-0.7 	-0.7 	-0.6 	0.9 	1.0 	0.2 	-1	0.86	0.75
-0.7 	-0.6 	1.0 	-0.9 	0.7 	0.5 	-0.5 	-0.3 	0.8 	-1	0.618	0.08333333333333333
0.0 	0.9 	-1.0 	-1.0 	-0.9 	0.8 	0.4 	0.8 	-0.1 	-1	0.888	0.6666666666666666
-1.0 	0.2 	-0.7 	0.5 	0.2 	-0.3 	0.5 	-0.6 	-0.3 	0	0.97	0.16666666666666666
-0.6 	0.1 	-0.4 	0.3 	1.0 	0.2 	-0.8 	0.5 	0.5 	-1	0.796	1.0
-0.9 	-0.6 	-0.4 	0.4 	0.7 	-0.9 	0.3 	1.0 	1.0 	1	0.875	0.16666666666666666
-0.1 	0.9 	-0.3 	-0.7 	-0.5 	-0.8 	-0.3 	0.2 	-0.5 	-1	0.81	0.4166666666666667
-0.6 	1.0 	0.8 	0.8 	-0.4 	-0.9 	0.3 	0.8 	0.9 	-1	0.732	0.08333333333333333
-0.3 	-0.6 	-0.9 	0.4 	-0.9 	0.9 	0.3 	0.6 	0.3 	-1	0.496	0.5
-0.9 	0.0 	1.0 	0.3 	0.2 	-1.0 	0.7 	-0.3 	-0.7 	1	0.957	0.0
-0.8 	-0.9 	-0.6 	-0.8 	-0.6 	0.3 	0.8 	-0.8 	-0.3 	0	0.0	0.3333333333333333
0.9 	0.2 	0.1 	-0.1 	-0.5 	0.8 	0.0 	-0.9 	-0.4 	1	0.923	0.75
-0.3 	0.7 	0.3 	-0.9 	-0.8 	0.4 	-0.3 	0.9 	0.0 	-1	0.8260000000000001	0.16666666666666666
-0.9 	0.8 	-0.9 	0.4 	0.9 	0.2 	0.1 	-0.2 	0.5 	-1	0.842	0.8333333333333334
0.8 	-0.1 	-0.7 	-0.7 	-0.3 	-0.2 	-0.6 	-0.1 	1.0 	1	0.921	0.8333333333333334
-0.1 	0.2 	1.0 	0.0 	-1.0 	-0.7 	0.1 	0.1 	0.1 	0	0.0	0.0
0.9 	-0.2 	0.9 	0.8 	0.5 	-0.2 	1.0 	-0.4 	0.0 	1	0.951	0.6666666666666666
0.1 	-0.5 	-0.7 	1.0 	0.7 	1.0 	0.5 	0.6 	0.4 	1	0.835	0.5
0.5 	-0.2 	-0.6 	-1.0 	0.6 	-0.5 	0.1 	-0.4 	-0.5 	1	0.0050000000000000044	0.3333333333333333
0.6 	0.9 	0.0 	0.2 	-0.9 	-0.6 	0.2 	0.8 	0.3 	1	0.843	0.08333333333333333
0.3 	-0.2 	-0.4 	0.0 	0.6 	0.8 	0.0 	-0.5 	-0.5 	1	0.681	0.6666666666666666
-1.0 	-0.7 	-0.5 	0.9 	1.0 	-1.0 	0.4 	-0.2 	0.7 	-1	0.966	0.0
0.9 	0.1 	-0.6 	-0.5 	0.4 	-0.6 	-0.8 	-0.6 	0.7 	1	0.947	0.75
-0.8 	-0.9 	-0.1 	0.2 	-1.0 	-0.1 	-0.5 	0.1 	-0.2 	0	0.976	0.0
-0.7 	0.1 	-0.6 	0.2 	-0.6 	-1.0 	-0.4 	-0.3 	-0.3 	1	0.843	0.8333333333333334
0.6 	-0.8 	-0.6 	-0.4 	0.0 	-0.7 	-0.9 	-0.8 	-0.8 	1	0.687	0.5833333333333334
-0.4 	0.8 	-0.9 	-0.6 	1.0 	0.3 	1.0 	1.0 	-1.0 	-1	0.918	0.5833333333333334
-0.8 	-0.1 	0.2 	0.8 	0.2 	-0.4 	-0.7 	-0.4 	-0.2 	1	0.965	0.08333333333333333
-0.7 	-0.5 	-0.6 	-0.8 	-0.8 	0.7 	0.9 	0.1 	0.7 	-1	0.02200000000000002	0.75
-0.4 	1.0 	-0.8 	0.9 	-1.0 	-0.4 	0.8 	0.5 	1.0 	-1	0.918	0.5833333333333334
-0.8 	-0.6 	0.3 	-0.7 	-0.2 	-0.2 	0.0 	-1.0 	0.2 	0	0.0	0.4166666666666667
0.3 	-0.5 	0.7 	0.6 	0.4 	0.5 	0.5 	0.7 	-0.1 	1	0.967	0.08333333333333333
0.7 	0.6 	0.2 	0.2 	0.2 	-0.7 	-0.8 	0.1 	-1.0 	1	0.951	0.5
-0.5 	0.5 	-0.7 	-1.0 	-0.4 	0.5 	0.4 	-0.8 	-0.4 	-1	0.854	0.6666666666666666
-1.0 	0.0 	0.0 	1.0 	-0.3 	0.2 	-0.1 	0.2 	-0.4 	-1	0.42600000000000005	0.8333333333333334
-0.6 	-1.0 	0.0 	0.8 	0.8 	0.5 	-0.1 	0.2 	-0.8 	0	0.0	0.4166666666666667
-1.0 	-0.7 	-0.4 	1.0 	-0.7 	0.3 	0.3 	0.4 	-0.3 	0	0.974	0.0
-0.4 	0.4 	0.5 	0.7 	0.7 	0.2 	-0.5 	-0.6 	0.9 	-1	0.5780000000000001	0.5
-0.4 	-0.1 	-0.3 	0.9 	-0.5 	-0.8 	0.4 	0.0 	0.9 	0	0.0	0.6666666666666666
-0.1 	-0.5 	1.0 	-0.3 	1.0 	-0.2 	0.2 	0.2 	-0.3 	0	0.973	0.08333333333333333
-0.6 	-0.9 	-1.0 	-0.2 	-0.8 	-0.6 	-0.3 	-0.2 	0.9 	0	0.0	0.8333333333333334
